"","Site","Age.cal.BP","Hill_N1","Abies","Acer","Aconitum","Adonis","Aesculus","Alnus","Alnus.alnobetula","Amaranthaceae","Amaryllidaceae","Amygdaloideae","Andromeda","Apiaceae","Aquilegia","Arbutus","Arctostaphylos","Argania","Artemisia","Asparagaceae","Asteraceae","Asteraceae..Liguliflorae.","Asteroideae","Astragalus","Berberis","Betula","Betula..Chamaebetula.","Boraginaceae","Brassicaceae","Bruckenthalia","Buxus","Calluna","Campanulaceae","Caprifoliaceae","Caragana","Carduoideae","Carpinus.betulus","Carpinus.orientalis.Ostrya","Caryophyllaceae","Cassiope","Castanea","Cedrus","Celastraceae","Celtis","Ceratonia","Cichorioideae","Cistaceae","Cistus","Clematis","Colchicaceae","Convolvulaceae","Cornus","Corylus","Cotinus","Crassulaceae","Crataegus","Cupressaceae","Cyperaceae","Cytinaceae","Daphne","Delphinium","Dennstaedtiaceae","Diapensia","Dryas","Empetrum","Ephedra","Equisetum","Erica","Ericaceae","Euonymus","Euphorbiaceae","Fabaceae","Fabaceae..herbs.","Fagus","Frangula","Fraxinus","Genisteae","Gentianaceae","Geraniaceae","Halimium","Hedera","Helianthemum","Helleborus","Hippophae","Huperzia","Hypericaceae","Ilex","Impatiens","Iridaceae","Jasminum","Juglans","Juncaceae","Kalmia","Lamiaceae","Larix","Lavandula","Ledum","Ligustrum","Liliaceae","Linaceae","Linnaea","Linum","Lonicera","Lycopodium","Lysimachia","Lythraceae","Malus","Malvaceae","Melanthiaceae","Mercurialis","Montiaceae","Moraceae","Myrica","Myrtaceae","Nartheciaceae","Nerium","Nitrariaceae","Olea","Oleaceae","Onagraceae","Ononis","Ophioglossaceae","Orobanchaceae","Osmundaceae","Oxalidaceae","Oxyria.Rumex","Paliurus","Papaveraceae","Parrotia","Phillyrea","Picea","Picea.orientalis","Pinus..diploxylon.","Pinus..haploxylon.","Pistacia","Plantaginaceae","Platanus","Plumbaginaceae","Poaceae","Polemoniaceae","Polygalaceae","Polygonaceae","Polygonum","Polypodiales","Populus","Portulacaceae","Potentilla","Primulaceae","Prunus","Pteridaceae","Pterocarya","Quercus.deciduous","Quercus.evergreen","Quercus.intermediate","Ranunculaceae","Ranunculus","Resedaceae","Rhamnaceae","Rhamnus","Rhododendron","Rhus","Ribes","Rosaceae","Rosmarinus","Rubiaceae","Rubus","Ruscus","Salix","Salvia","Sambucus","Sanguisorba.group","Santalaceae","Saxifragaceae","Scrophulariaceae","Solanaceae","Sorbus","Styrax","Tamarix","Taxus","Teucrium","Thalictrum","Thymelaeaceae","Tilia","Tofieldia","Trollius","Ulmus","Ulmus.Zelkova","Urticaceae","Vaccinium","Valerianaceae","Verbenaceae","Viburnum","Violaceae","Viscum","Vitex","Ziziphus","Zygophyllaceae"
"95","Villarquemado",4039,7.32719968,0,0,0,0,0,0,0,0.007462687,0,0,0,0,0,0,0,0,0.032338308,0,0,0,0.002487562,0,0,0,0,0,0,0,0.004975124,0,0,0,0,0.002487562,0,0,0.004975124,0,0,0,0,0,0,0.007462687,0,0,0,0,0,0,0.002487562,0,0,0,0.009950249,0.037313433,0,0,0,0,0,0,0,0.007462687,0,0,0.004975124,0,0,0,0.004975124,0.004975124,0,0.002487562,0.002487562,0,0,0,0,0.004975124,0,0,0,0,0,0,0.012437811,0,0,0.027363184,0,0.017412935,0,0,0,0,0.034825871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012437811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.002487562,0,0.002487562,0.072139303,0,0,0,0,0.004975124,0,0,0,0,0,0,0,0,0.146766169,0.017412935,0,0,0,0,0,0,0,0,0.002487562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002487562,0,0,0,0,0,0,0,0,0,0,0
"96","Villarquemado",4088,7.772680362,0,0,0,0,0,0.002754821,0,0.002754821,0,0,0,0,0,0,0,0,0.035812672,0,0,0,0.002754821,0,0,0,0,0,0,0,0,0,0,0,0,0.005509642,0,0,0.002754821,0,0,0,0,0,0,0.002754821,0,0,0,0,0,0,0.005509642,0,0,0,0.013774105,0.049586777,0,0,0,0,0,0,0,0,0,0,0.008264463,0,0,0.008264463,0,0,0,0.002754821,0.002754821,0,0,0,0,0.002754821,0,0,0,0,0,0,0.002754821,0,0,0.041322314,0,0.03030303,0,0,0,0,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024793388,0,0,0,0,0,0,0,0.002754821,0,0,0,0,0,0,0.479338843,0,0.002754821,0.005509642,0,0,0.129476584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066115702,0.024793388,0,0,0,0,0,0,0,0,0.008264463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002754821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","Villarquemado",4233,9.302622152,0,0,0,0,0,0,0,0.007462687,0,0,0,0,0,0,0,0,0.041044776,0,0,0,0.003731343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007462687,0,0,0,0,0,0,0.018656716,0,0,0,0,0,0,0.003731343,0,0,0,0.026119403,0.048507463,0,0,0,0,0,0,0,0,0,0,0.007462687,0,0,0.014925373,0.01119403,0.003731343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018656716,0,0,0.018656716,0,0.026119403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044776119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.429104478,0,0,0.003731343,0,0,0.063432836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074626866,0.093283582,0,0,0,0,0,0,0,0,0.014925373,0,0,0,0,0,0,0,0,0,0,0.003731343,0,0,0,0.003731343,0,0,0,0,0,0,0,0,0,0.007462687,0,0,0,0,0,0,0,0,0
"98","Villarquemado",4428,6.522775102,0,0,0,0,0,0.003937008,0,0.007874016,0,0,0,0.003937008,0,0,0,0,0.035433071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003937008,0,0,0,0,0,0,0,0,0,0,0,0.003937008,0,0,0,0.062992126,0.047244094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007874016,0,0,0.066929134,0,0.007874016,0,0,0,0,0.007874016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019685039,0,0,0,0,0,0,0,0.003937008,0,0,0,0,0,0,0.440944882,0,0,0,0,0,0.220472441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027559055,0,0,0,0,0,0,0,0,0,0.015748031,0,0,0,0,0.003937008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007874016,0,0,0,0,0,0,0,0,0
"99","Villarquemado",4525,7.820597528,0,0,0,0,0,0.002840909,0,0.011363636,0,0,0,0.002840909,0,0,0,0,0.139204545,0,0,0,0,0,0,0.002840909,0,0,0.005681818,0,0,0,0,0,0,0.002840909,0,0,0.002840909,0,0,0.002840909,0,0,0,0,0,0,0,0,0,0,0.022727273,0,0,0,0.014204545,0.002840909,0,0,0,0,0,0,0,0.002840909,0,0,0.022727273,0,0,0.005681818,0.005681818,0.002840909,0,0.002840909,0,0,0,0,0,0,0,0,0,0,0,0,0.002840909,0,0,0.008522727,0,0.042613636,0,0,0,0,0.011363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008522727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.451704545,0,0,0,0,0,0.017045455,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136363636,0.039772727,0,0,0,0,0,0,0,0,0.005681818,0,0,0,0,0,0,0,0,0,0,0.008522727,0,0,0,0.005681818,0,0,0,0.002840909,0,0,0,0.002840909,0,0,0,0,0,0,0,0,0,0,0
"100","Villarquemado",4720,3.329104169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031088083,0,0,0,0,0,0,0,0,0,0,0,0.002590674,0,0,0,0,0,0,0,0,0,0,0.002590674,0,0,0,0,0,0,0,0,0,0,0.012953368,0,0,0,0.010362694,0.012953368,0,0,0,0,0,0,0,0.005181347,0,0,0,0,0,0.005181347,0.002590674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002590674,0,0,0.010362694,0,0.007772021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005181347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722797927,0,0,0,0,0,0.077720207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064766839,0.020725389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002590674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","Villarquemado",4914,3.890096614,0,0,0,0,0,0.002597403,0,0,0,0,0,0,0,0,0,0,0.033766234,0,0,0,0,0,0,0.002597403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005194805,0,0,0,0.015584416,0.033766234,0,0,0,0,0,0,0,0.002597403,0,0,0.005194805,0,0,0.002597403,0.002597403,0,0,0.002597403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044155844,0,0.005194805,0,0,0,0,0.031168831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007792208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.711688312,0,0,0,0,0,0.023376623,0,0,0,0,0.002597403,0,0,0,0,0,0,0,0,0.033766234,0.018181818,0,0,0,0,0,0,0,0,0.002597403,0,0,0,0,0,0,0,0,0,0,0.005194805,0,0,0,0.002597403,0,0,0,0.002597403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","Villarquemado",5011,2.963372823,0,0,0,0,0,0.002304147,0,0.00921659,0,0,0,0,0,0,0,0,0.029953917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002304147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002304147,0,0,0,0.004608295,0.016129032,0,0,0,0,0,0,0,0.002304147,0,0,0.002304147,0,0,0.002304147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762672811,0,0,0,0,0,0.041474654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050691244,0.041474654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004608295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","Villarquemado",5157,10.62922899,0,0,0,0,0,0.010752688,0,0.010752688,0,0,0,0.003584229,0,0,0,0,0.207885305,0,0,0,0,0,0,0.010752688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064516129,0,0,0,0.014336918,0.007168459,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0.007168459,0.003584229,0.003584229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003584229,0,0,0.028673835,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007168459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154121864,0,0.003584229,0,0,0,0.028673835,0,0,0,0,0.014336918,0,0,0,0,0,0,0,0,0.225806452,0.107526882,0,0,0,0,0,0,0,0,0.003584229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003584229,0,0,0,0,0.003584229,0,0,0.007168459,0,0,0,0,0,0,0,0,0,0,0
"104","Villarquemado",5255,12.91877855,0,0,0,0,0,0.004,0,0.004,0,0,0,0,0,0,0,0,0.164,0,0,0,0,0,0,0.012,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0.028,0.016,0,0,0,0,0,0,0,0.008,0,0,0.032,0,0,0,0.016,0.012,0,0,0.004,0.008,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0.036,0,0.016,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0.124,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0.012,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0
"105","Villarquemado",5352,10.93160583,0,0,0,0,0,0.003676471,0,0.007352941,0,0,0,0,0,0,0,0,0.191176471,0,0,0,0,0,0,0.011029412,0,0,0,0,0,0,0,0,0,0.003676471,0,0,0,0,0,0.003676471,0,0,0,0,0,0,0,0,0,0,0.055147059,0,0,0,0.014705882,0.003676471,0,0,0,0,0,0,0,0,0,0,0.047794118,0,0,0,0,0.003676471,0,0.003676471,0,0,0,0,0,0.007352941,0,0,0,0,0,0,0,0,0,0.007352941,0,0.007352941,0,0,0,0,0.011029412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003676471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066176471,0,0.022058824,0.003676471,0,0,0.069852941,0,0,0,0,0.003676471,0,0,0,0,0,0,0,0,0.286764706,0.113970588,0,0.003676471,0,0,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0,0,0,0.011029412,0,0,0,0.011029412,0,0,0,0.003676471,0,0,0,0.003676471,0,0,0,0,0,0,0,0,0,0,0
"106","Villarquemado",5498,12.60917854,0,0,0,0,0,0.002631579,0,0.002631579,0,0,0,0,0,0,0,0,0.155263158,0,0,0,0,0,0,0.007894737,0,0,0.002631579,0,0.002631579,0,0,0,0,0,0,0,0.005263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060526316,0,0,0,0.018421053,0.018421053,0,0,0,0,0,0,0,0,0,0,0.028947368,0,0,0.005263158,0.005263158,0,0,0,0.010526316,0,0,0,0,0,0,0,0,0,0,0,0.005263158,0,0,0.044736842,0,0.018421053,0,0,0,0,0.010526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252631579,0,0.002631579,0,0,0,0.084210526,0,0,0,0,0.005263158,0,0,0,0,0,0,0,0,0.123684211,0.065789474,0,0,0,0,0,0,0,0,0.018421053,0,0,0,0,0.007894737,0,0,0,0,0,0.015789474,0,0,0,0,0,0,0,0.007894737,0,0,0,0.002631579,0,0,0,0,0,0,0,0,0,0,0
"107","Villarquemado",5887,8.489884743,0,0,0,0,0,0.008928571,0,0.022321429,0,0,0,0,0,0,0,0,0.120535714,0,0,0,0,0,0,0.008928571,0,0,0,0,0,0,0,0,0,0,0,0,0.004464286,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0.013392857,0,0,0,0,0,0,0,0,0,0,0.022321429,0,0,0,0,0,0,0.013392857,0,0,0,0,0,0,0,0,0,0,0,0,0.017857143,0,0,0.008928571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383928571,0,0,0.004464286,0,0,0.053571429,0,0,0,0,0.008928571,0,0,0,0,0,0,0,0,0.178571429,0.044642857,0,0,0,0,0,0,0,0,0.013392857,0,0,0,0,0,0,0,0,0,0,0.008928571,0,0,0,0.017857143,0,0,0,0.004464286,0,0,0,0.004464286,0,0,0,0,0,0,0,0,0,0,0
"108","Villarquemado",5935,12.39901647,0,0,0,0,0,0.002857143,0,0.008571429,0,0,0,0,0,0.002857143,0,0,0.182857143,0,0,0,0.005714286,0,0,0.017142857,0,0,0.005714286,0,0.002857143,0,0,0,0,0.002857143,0,0,0,0,0,0,0,0,0,0.002857143,0,0,0,0,0,0,0.037142857,0,0,0,0.011428571,0.002857143,0,0,0,0,0,0,0,0.002857143,0,0,0.011428571,0,0,0.002857143,0.005714286,0.002857143,0,0.008571429,0,0,0,0,0,0,0,0,0,0,0,0,0.002857143,0,0,0.031428571,0,0.022857143,0,0,0,0,0.011428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011428571,0,0,0,0,0,0,0,0.002857143,0,0,0,0,0,0,0.168571429,0,0.011428571,0,0,0,0.111428571,0,0,0,0,0.002857143,0,0,0,0,0,0,0,0,0.217142857,0.025714286,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0.014285714,0,0,0,0.002857143,0,0,0,0.002857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","Villarquemado",5984,11.77406757,0,0,0,0,0,0.00286533,0,0.008595989,0,0,0,0.005730659,0,0.00286533,0,0,0.189111748,0,0,0,0,0,0,0.005730659,0,0.00286533,0,0,0.00286533,0,0,0,0,0,0,0,0.00286533,0,0,0,0,0,0,0.00286533,0,0,0,0,0,0,0.040114613,0,0,0,0.031518625,0.005730659,0,0,0,0,0,0,0,0.005730659,0,0,0.028653295,0,0,0.005730659,0.005730659,0.00286533,0,0.00286533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031518625,0,0.014326648,0,0,0,0,0.020057307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005730659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126074499,0,0.00286533,0,0,0,0.051575931,0,0,0,0,0.00286533,0,0,0,0,0,0,0,0,0.286532951,0.025787966,0,0,0,0,0,0,0,0,0.034383954,0,0,0,0,0,0,0,0,0,0,0.028653295,0,0,0,0,0,0,0,0.00286533,0.00286533,0,0,0.005730659,0,0,0,0,0,0,0,0,0,0,0
"110","Villarquemado",6470,8.884500305,0,0,0,0,0,0.004587156,0,0.016055046,0,0,0,0.002293578,0,0,0,0,0.162844037,0,0,0,0.002293578,0,0,0,0,0,0.002293578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032110092,0,0,0,0.036697248,0,0,0,0,0,0,0,0,0.002293578,0,0,0.036697248,0,0,0.006880734,0.006880734,0.002293578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004587156,0,0,0.006880734,0,0.059633028,0,0,0,0,0.009174312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002293578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199541284,0,0,0,0,0,0.050458716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311926606,0,0,0.002293578,0,0,0,0,0,0,0.01146789,0,0,0,0,0.018348624,0,0,0,0,0,0.006880734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002293578,0,0,0,0,0,0,0,0,0
"111","Villarquemado",6568,10.65448163,0,0,0,0,0,0,0,0.052785924,0,0,0,0.002932551,0,0,0,0,0.161290323,0,0,0,0.002932551,0,0,0.005865103,0,0,0.005865103,0,0,0,0,0,0,0,0,0,0.002932551,0,0,0,0,0,0,0.011730205,0,0,0,0,0,0,0.04398827,0,0,0,0.026392962,0.005865103,0,0,0,0,0,0,0,0,0,0,0.035190616,0,0,0.002932551,0.005865103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002932551,0,0,0.017595308,0,0.014662757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002932551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.290322581,0,0.005865103,0.002932551,0,0,0.070381232,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164222874,0.011730205,0,0.002932551,0,0,0,0,0,0,0.029325513,0,0,0,0,0.002932551,0,0,0,0,0,0.005865103,0,0,0,0,0,0,0,0.005865103,0,0,0,0.002932551,0,0,0,0,0,0,0,0,0,0,0
"112","Villarquemado",6714,10.14353447,0,0,0,0,0,0.005333333,0,0.005333333,0,0,0,0,0,0,0,0,0.170666667,0,0,0,0,0,0,0.008,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0.026666667,0.002666667,0,0,0,0,0,0,0,0.008,0,0,0.064,0,0,0.002666667,0.005333333,0,0,0,0.002666667,0,0,0,0,0,0,0,0,0,0,0,0.002666667,0,0,0.013333333,0,0.021333333,0,0,0,0,0.002666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,0,0.069333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186666667,0.024,0,0.002666667,0,0,0,0,0,0,0.029333333,0,0,0,0,0,0,0,0,0,0,0.005333333,0,0,0,0,0,0,0,0,0.002666667,0,0,0.010666667,0,0,0,0,0,0,0,0,0,0,0
"113","Villarquemado",6811,8.025122924,0,0,0,0,0,0,0,0.002824859,0,0,0,0,0,0,0,0,0.016949153,0,0,0,0.005649718,0,0,0,0,0,0.005649718,0,0,0,0,0,0,0.002824859,0,0,0.002824859,0,0,0,0,0,0,0.014124294,0,0,0,0,0,0,0.002824859,0,0,0,0.016949153,0.019774011,0,0,0,0,0,0,0,0,0,0,0.014124294,0,0,0.008474576,0,0.002824859,0,0,0.008474576,0,0,0,0,0.002824859,0,0,0,0,0,0,0.008474576,0,0,0.039548023,0,0.02259887,0,0,0,0,0.02259887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005649718,0,0,0,0,0,0,0,0.002824859,0,0,0,0,0,0,0.474576271,0,0,0,0,0,0.073446328,0,0,0,0,0.002824859,0,0,0,0,0,0,0,0,0.144067797,0.050847458,0,0.002824859,0,0,0.002824859,0,0,0,0,0,0,0,0,0.011299435,0,0,0,0,0,0.005649718,0,0,0,0.002824859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","Villarquemado",7005,8.007253846,0,0,0,0,0,0,0,0.005586592,0,0,0,0,0,0,0,0,0.150837989,0,0,0,0,0,0,0.008379888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047486034,0,0,0,0.005586592,0,0,0,0,0,0,0,0,0,0,0,0.036312849,0,0,0,0,0,0,0.005586592,0,0,0,0,0,0,0,0,0,0,0,0,0.008379888,0,0,0.008379888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011173184,0,0,0,0,0,0,0,0.002793296,0,0,0,0,0,0,0.37150838,0,0,0,0,0,0.089385475,0,0,0,0,0.002793296,0,0,0,0,0,0,0,0,0.103351955,0.103351955,0,0,0,0,0,0,0,0,0.016759777,0,0,0,0,0,0,0,0,0,0,0.002793296,0,0,0,0.008379888,0,0,0,0.002793296,0,0,0,0.005586592,0,0.002793296,0,0,0,0,0,0,0,0,0
"115","Villarquemado",7103,12.99589366,0,0,0,0,0,0,0,0.06424581,0,0,0,0.002793296,0,0.002793296,0,0,0.047486034,0,0,0,0.002793296,0,0,0.002793296,0,0,0,0,0.002793296,0,0,0,0,0.002793296,0,0,0.002793296,0,0,0,0,0,0,0.067039106,0,0,0,0,0,0,0.008379888,0,0,0,0.002793296,0.055865922,0,0,0,0,0,0,0,0.01396648,0,0,0.005586592,0,0,0.005586592,0.005586592,0.005586592,0,0,0,0.002793296,0,0,0,0,0,0,0,0,0,0,0.016759777,0,0,0.069832402,0,0.016759777,0,0,0,0,0.002793296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002793296,0,0,0,0,0,0,0,0.002793296,0,0,0,0,0,0,0.279329609,0,0,0,0,0,0.142458101,0,0,0,0,0.005586592,0,0,0,0,0,0,0,0,0.083798883,0.033519553,0,0.002793296,0,0,0,0,0,0,0.01396648,0,0,0,0,0.005586592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002793296,0,0,0,0.01396648,0,0,0,0,0,0,0,0,0,0,0
"116","Villarquemado",7200,11.10780819,0,0,0,0,0,0.008583691,0,0.004291845,0,0,0,0,0,0,0,0,0.175965665,0,0,0,0,0,0,0.004291845,0,0.004291845,0.004291845,0,0.004291845,0,0,0,0,0.004291845,0,0,0,0,0,0,0,0,0,0.004291845,0,0,0,0,0,0,0.124463519,0,0,0,0.072961373,0,0,0,0,0,0,0,0,0,0,0,0.017167382,0,0,0.025751073,0.030042918,0.004291845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004291845,0,0.008583691,0,0,0,0,0.004291845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004291845,0,0,0,0,0,0,0.21888412,0,0,0.004291845,0,0,0.060085837,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13304721,0.0472103,0,0,0,0,0,0,0,0,0.021459227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004291845,0,0,0,0,0,0,0,0,0,0,0
"117","Villarquemado",7346,8.033320142,0,0,0,0,0,0.002590674,0,0.002590674,0,0,0,0,0,0,0,0,0.158031088,0,0,0,0.002590674,0,0,0.010362694,0,0,0,0,0,0,0,0,0,0,0,0,0.002590674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069948187,0,0,0,0.002590674,0,0,0,0,0,0,0,0,0,0,0,0.012953368,0,0,0,0,0.010362694,0,0,0.002590674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010362694,0,0.002590674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284974093,0,0.002590674,0,0,0,0.147668394,0,0,0,0,0.002590674,0,0,0,0,0,0,0,0,0.186528497,0.051813472,0,0,0,0,0,0,0,0,0.005181347,0,0,0,0,0,0,0,0,0,0,0.005181347,0,0,0,0.015544041,0,0,0,0,0.002590674,0,0,0.005181347,0,0,0,0,0,0,0,0,0,0,0
"118","Villarquemado",7492,13.24011721,0,0,0,0,0,0,0,0.011019284,0,0,0,0,0,0,0,0,0.140495868,0,0,0,0,0,0,0.011019284,0,0.002754821,0.013774105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063360882,0,0,0,0.024793388,0.013774105,0,0,0,0,0,0,0,0.005509642,0,0,0.005509642,0,0,0.038567493,0.038567493,0.002754821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002754821,0,0,0.002754821,0,0.008264463,0,0,0,0,0.019283747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005509642,0,0,0,0,0,0,0,0.019283747,0,0,0,0,0,0,0.151515152,0,0.002754821,0,0,0,0.085399449,0,0,0,0,0,0,0,0,0.002754821,0,0,0,0,0.20661157,0.085399449,0,0.002754821,0,0,0,0,0,0,0.022038567,0,0,0,0,0.002754821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002754821,0,0,0,0.002754821,0,0.002754821,0,0,0,0,0,0,0,0,0
