"","Site","Age.cal.BP","Hill_N1","Abies","Acer","Aconitum","Adonis","Aesculus","Alnus","Alnus.alnobetula","Amaranthaceae","Amaryllidaceae","Amygdaloideae","Andromeda","Apiaceae","Aquilegia","Arbutus","Arctostaphylos","Argania","Artemisia","Asparagaceae","Asteraceae","Asteraceae..Liguliflorae.","Asteroideae","Astragalus","Berberis","Betula","Betula..Chamaebetula.","Boraginaceae","Brassicaceae","Bruckenthalia","Buxus","Calluna","Campanulaceae","Caprifoliaceae","Caragana","Carduoideae","Carpinus.betulus","Carpinus.orientalis.Ostrya","Caryophyllaceae","Cassiope","Castanea","Cedrus","Celastraceae","Celtis","Ceratonia","Cichorioideae","Cistaceae","Cistus","Clematis","Colchicaceae","Convolvulaceae","Cornus","Corylus","Cotinus","Crassulaceae","Crataegus","Cupressaceae","Cyperaceae","Cytinaceae","Daphne","Delphinium","Dennstaedtiaceae","Diapensia","Dryas","Empetrum","Ephedra","Equisetum","Erica","Ericaceae","Euonymus","Euphorbiaceae","Fabaceae","Fabaceae..herbs.","Fagus","Frangula","Fraxinus","Genisteae","Gentianaceae","Geraniaceae","Halimium","Hedera","Helianthemum","Helleborus","Hippophae","Huperzia","Hypericaceae","Ilex","Impatiens","Iridaceae","Jasminum","Juglans","Juncaceae","Kalmia","Lamiaceae","Larix","Lavandula","Ledum","Ligustrum","Liliaceae","Linaceae","Linnaea","Linum","Lonicera","Lycopodium","Lysimachia","Lythraceae","Malus","Malvaceae","Melanthiaceae","Mercurialis","Montiaceae","Moraceae","Myrica","Myrtaceae","Nartheciaceae","Nerium","Nitrariaceae","Olea","Oleaceae","Onagraceae","Ononis","Ophioglossaceae","Orobanchaceae","Osmundaceae","Oxalidaceae","Oxyria.Rumex","Paliurus","Papaveraceae","Parrotia","Phillyrea","Picea","Picea.orientalis","Pinus..diploxylon.","Pinus..haploxylon.","Pistacia","Plantaginaceae","Platanus","Plumbaginaceae","Poaceae","Polemoniaceae","Polygalaceae","Polygonaceae","Polygonum","Polypodiales","Populus","Portulacaceae","Potentilla","Primulaceae","Prunus","Pteridaceae","Pterocarya","Quercus.deciduous","Quercus.evergreen","Quercus.intermediate","Ranunculaceae","Ranunculus","Resedaceae","Rhamnaceae","Rhamnus","Rhododendron","Rhus","Ribes","Rosaceae","Rosmarinus","Rubiaceae","Rubus","Ruscus","Salix","Salvia","Sambucus","Sanguisorba.group","Santalaceae","Saxifragaceae","Scrophulariaceae","Solanaceae","Sorbus","Styrax","Tamarix","Taxus","Teucrium","Thalictrum","Thymelaeaceae","Tilia","Tofieldia","Trollius","Ulmus","Ulmus.Zelkova","Urticaceae","Vaccinium","Valerianaceae","Verbenaceae","Viburnum","Violaceae","Viscum","Vitex","Ziziphus","Zygophyllaceae"
"11","Enol",7051,8.398185069,0,0,0,0,0,0.001949318,0,0,0,0,0,0.003898635,0,0,0,0,0.005847953,0,0,0,0.001949318,0,0,0.107212476,0,0,0,0,0,0.001949318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007797271,0,0,0,0,0,0,0.30994152,0,0,0,0.007797271,0.011695906,0,0,0,0,0,0,0,0,0,0.009746589,0,0,0,0.011695906,0,0.003898635,0,0.003898635,0.005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001949318,0,0,0,0,0,0,0.058479532,0,0,0.003898635,0,0,0.10331384,0,0,0,0,0.015594542,0,0,0,0,0,0,0,0.251461988,0.029239766,0,0,0,0,0,0,0,0,0,0.001949318,0,0,0,0,0.011695906,0,0.001949318,0,0,0,0,0,0,0,0,0.001949318,0,0,0,0,0,0,0.01754386,0,0,0,0,0,0,0,0,0,0,0
"12","Enol",7331,7.594708866,0,0,0,0,0,0.009451796,0,0.001890359,0,0,0,0.001890359,0,0,0,0,0.001890359,0,0,0,0,0,0,0.04536862,0,0,0.001890359,0,0,0.003780718,0,0,0,0.001890359,0,0,0.003780718,0,0,0,0,0,0,0.009451796,0,0,0,0,0,0,0.287334594,0,0,0,0,0.005671078,0,0,0,0,0,0,0,0,0,0.003780718,0,0,0,0.007561437,0,0,0,0.011342155,0.009451796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003780718,0,0,0,0,0,0,0.124763705,0,0,0,0,0,0.086956522,0,0,0,0,0.037807183,0,0,0,0,0,0,0,0.29489603,0.005671078,0,0.001890359,0,0,0,0,0,0,0,0,0,0,0,0,0.001890359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034026465,0,0.001890359,0,0,0,0,0,0,0,0,0
"13","Enol",7591,7.252245461,0,0,0,0,0,0.001862197,0,0.001862197,0,0,0,0.003724395,0,0,0,0,0.001862197,0,0,0,0,0,0,0.063314711,0,0,0,0,0,0,0,0,0,0,0,0,0.00744879,0,0.001862197,0,0,0,0,0.001862197,0,0,0,0,0,0,0.284916201,0,0,0,0,0.005586592,0,0,0,0,0,0,0,0,0,0.005586592,0,0,0,0.022346369,0,0,0,0.003724395,0.003724395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001862197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009310987,0,0,0,0,0,0,0.087523277,0,0,0,0,0,0.108007449,0,0,0,0,0.005586592,0,0,0,0,0,0,0,0.30726257,0.029795158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003724395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037243948,0,0,0,0,0,0,0,0,0,0,0
"14","Enol",7767,6.939071781,0,0,0,0,0,0,0,0,0,0,0,0.005802708,0,0,0,0,0.001934236,0,0,0,0,0,0,0.044487427,0,0,0.003868472,0,0,0.003868472,0,0,0,0,0,0,0.003868472,0,0,0,0,0,0,0.005802708,0,0,0,0,0,0,0.361702128,0,0,0,0.001934236,0.00967118,0,0,0,0.003868472,0,0,0,0,0,0.003868472,0,0,0,0.013539652,0,0,0,0.005802708,0.005802708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003868472,0,0,0,0,0,0,0.145067698,0,0,0,0,0,0.061895551,0,0,0,0,0.021276596,0,0,0,0,0,0,0,0.245647969,0.011605416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001934236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032882012,0,0,0,0,0,0,0,0,0,0,0
"15","Enol",7944,8.339430052,0,0,0,0,0,0.001930502,0,0,0,0,0,0.011583012,0,0,0,0,0,0,0,0,0.001930502,0,0,0.065637066,0,0,0.001930502,0,0,0.001930502,0,0,0,0.003861004,0,0,0.007722008,0,0,0,0,0,0,0.00965251,0,0,0,0,0,0,0.305019305,0,0,0,0.005791506,0.011583012,0,0,0,0,0,0,0,0,0,0.003861004,0,0,0,0.00965251,0,0.001930502,0,0.001930502,0.003861004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005791506,0,0,0,0,0,0,0.069498069,0,0,0.003861004,0,0,0.144787645,0,0,0,0,0.007722008,0,0,0,0,0,0,0,0.237451737,0.040540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003861004,0,0.001930502,0.001930502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032818533,0,0,0,0,0,0,0,0,0,0,0
"16","Enol",8121,7.104195846,0,0,0,0,0,0.001788909,0,0,0,0,0,0.008944544,0,0,0,0,0.003577818,0,0,0,0,0,0,0.02862254,0,0,0.005366726,0,0,0,0,0,0,0.003577818,0,0,0,0,0,0,0,0,0,0.005366726,0,0,0,0,0,0,0.366726297,0,0,0,0,0.010733453,0,0,0,0.001788909,0,0,0,0,0,0.001788909,0,0,0,0.008944544,0,0.003577818,0,0.003577818,0.010733453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007155635,0,0,0,0,0,0,0.150268336,0,0,0.001788909,0,0,0.066189624,0,0,0,0,0.017889088,0,0,0,0,0,0,0,0.241502683,0.010733453,0,0.005366726,0,0,0,0,0,0,0,0,0,0.001788909,0,0,0.001788909,0,0.001788909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02862254,0,0,0,0,0,0,0,0,0,0,0
"17","Enol",8297,7.248830884,0,0,0,0,0,0,0,0.001838235,0,0,0,0.001838235,0,0,0,0,0,0,0,0,0.001838235,0,0,0.068014706,0,0,0,0,0,0,0,0,0,0.003676471,0,0,0.003676471,0,0,0,0,0,0,0.003676471,0,0,0,0,0,0,0.338235294,0,0,0,0.007352941,0.009191176,0,0,0,0,0,0,0,0,0,0.003676471,0,0,0,0.012867647,0,0,0,0.001838235,0.011029412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001838235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001838235,0,0,0,0,0,0,0.110294118,0,0,0,0,0,0.071691176,0,0,0,0,0.014705882,0,0,0,0,0,0,0,0.261029412,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005514706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033088235,0,0,0,0,0,0,0,0,0,0,0
"18","Enol",8474,7.497828917,0,0,0,0,0,0.001949318,0,0.003898635,0,0,0,0.003898635,0,0,0,0,0.003898635,0,0,0,0,0,0,0.050682261,0,0,0,0,0,0,0,0,0,0.003898635,0,0,0.005847953,0,0.001949318,0,0,0,0,0.003898635,0,0,0,0,0,0,0.286549708,0,0,0,0,0.007797271,0,0,0,0,0,0,0,0,0,0.003898635,0,0,0,0.015594542,0,0,0,0.001949318,0.009746589,0,0,0,0,0,0,0,0,0,0.005847953,0,0,0,0,0,0,0.001949318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005847953,0,0,0,0,0,0,0.18128655,0,0,0,0,0,0.091617934,0,0,0,0,0.013645224,0,0,0,0,0,0,0,0.259259259,0.005847953,0,0.001949318,0,0,0,0,0,0,0,0,0,0,0,0,0.003898635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023391813,0,0,0,0,0,0,0,0,0,0,0
"19","Enol",8631,7.358485996,0,0.001945525,0,0,0,0,0,0.001945525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050583658,0,0,0,0,0,0,0,0,0,0.003891051,0,0,0,0,0,0,0,0,0,0.007782101,0,0,0,0,0,0,0.305447471,0,0,0,0,0.005836576,0,0,0,0,0,0,0,0,0,0.007782101,0,0,0,0.011673152,0,0.011673152,0,0,0.009727626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007782101,0,0,0,0,0,0,0.153696498,0,0,0.001945525,0,0,0.095330739,0,0.001945525,0,0,0.011673152,0,0,0,0,0,0,0,0.254863813,0.017509728,0,0,0,0,0,0,0,0,0,0,0,0.001945525,0,0,0,0,0.001945525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03307393,0,0,0,0,0,0,0,0,0,0,0
"20","Enol",8709,7.109065235,0,0,0,0,0,0.001945525,0,0.005836576,0,0,0,0.005836576,0,0,0,0,0.005836576,0,0,0,0.001945525,0,0,0.031128405,0,0,0,0,0,0,0,0,0,0,0,0,0.003891051,0,0,0,0,0,0,0.001945525,0,0,0,0,0,0,0.254863813,0,0,0,0.003891051,0.003891051,0,0,0,0,0,0,0,0,0,0.005836576,0,0,0,0.003891051,0,0,0,0.001945525,0.005836576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001945525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001945525,0,0,0,0,0,0,0.149805447,0,0,0.003891051,0,0,0.09922179,0,0,0,0,0.027237354,0,0,0,0,0,0,0,0.324902724,0.005836576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009727626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036964981,0,0,0,0,0,0,0,0,0,0,0
"21","Enol",8787,6.243543887,0,0,0,0,0,0,0,0.001727116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037996546,0,0,0,0,0,0,0,0,0,0,0,0,0.005181347,0,0,0,0,0,0,0.008635579,0,0,0,0,0,0,0.307426598,0,0,0,0.001727116,0.001727116,0,0.003454231,0,0,0,0,0,0,0,0.003454231,0,0,0,0.01208981,0,0,0,0.001727116,0.003454231,0,0,0,0.001727116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003454231,0,0,0,0,0,0,0.117443869,0,0,0,0,0,0.089810017,0,0,0,0,0.008635579,0,0,0,0,0,0,0,0.33851468,0.015544041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003454231,0,0,0.003454231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027633851,0,0.001727116,0,0,0,0,0,0,0,0,0
"22","Enol",8864,5.739724591,0,0,0,0,0,0.001949318,0,0.001949318,0,0,0,0.001949318,0,0,0,0,0.001949318,0,0,0,0,0,0,0.027290448,0,0,0,0,0,0,0,0,0,0.001949318,0,0,0.005847953,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304093567,0,0,0,0.003898635,0.009746589,0,0,0,0.001949318,0,0,0,0,0,0,0,0,0,0.005847953,0,0,0,0.001949318,0.005847953,0,0,0,0.001949318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007797271,0,0,0,0,0,0,0.113060429,0,0,0,0,0,0.085769981,0,0,0,0,0.005847953,0,0,0,0,0,0,0,0.382066277,0.005847953,0,0,0,0,0,0,0,0,0,0,0,0.001949318,0,0,0.001949318,0,0.003898635,0.001949318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011695906,0,0,0,0,0,0,0,0,0,0,0
